SUMMARY,DATE,AGENT,server_name
Filesystem:  / is 70 full,2023-01-29 21:52:34,linux_ix86,linux_ix86_server_25
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-29 21:57:33,linux_ix86,linux_ix86_server_155
Process : P84xConnectorService is running successfully,2023-01-29 22:02:31,Application,Application_server_467
Process : nbrmms is running successfully,2023-01-29 22:07:22,Application,Application_server_233
Process : nbrmms is running successfully,2023-01-29 22:12:20,Application,Application_server_378
Total CPU Utilization = 75%,2023-01-29 22:17:25,Application,Application_server_444
Total CPU Utilization = 55%,2023-01-29 22:22:14,Application,Application_server_183
Process : nbsvcmon is running successfully,2023-01-29 22:26:55,Application,Application_server_231
Filesystem:  / is 85 full,2023-01-29 22:31:49,linux_ix86,linux_ix86_server_84
Process : TaskRoutingService is running successfully,2023-01-29 22:36:58,Application,Application_server_248
Process : P84xConnectorService is running successfully,2023-01-29 22:41:44,Application,Application_server_127
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-29 22:46:50,dell-idrac,dell-idrac_server_5
CHRONY : process is running successfully,2023-01-29 22:51:31,linux_ix86,linux_ix86_server_9
Process : nbrmms is running successfully,2023-01-29 22:56:23,Application,Application_server_380
splunkd is running successfully,2023-01-29 23:01:13,Application,Application_server_229
Current memory usage percentage is 50%,2023-01-29 23:06:21,Application,Application_server_139
[MAN] The PERC1 battery is high.,2023-01-29 23:11:19,dell-idrac,dell-idrac_server_20
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-29 23:16:19,websphere,websphere_server_13
Process : nbsl is running successfully,2023-01-29 23:21:34,Application,Application_server_271
[MAN] The PERC1 battery is high.,2023-01-29 23:26:26,dell-idrac,dell-idrac_server_47
Service: syslog-ng Agent is running,2023-01-29 23:31:24,ms_win,ms_win_server_71
Process : TaskRoutingService is running successfully,2023-01-29 23:35:52,Application,Application_server_17
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-29 23:41:04,Application,Application_server_205
splunkd is running successfully,2023-01-29 23:46:26,Application,Application_server_275
Filesystem:  / is 70 full,2023-01-29 23:51:03,linux_ix86,linux_ix86_server_137
Current memory usage percentage is 60%,2023-01-29 23:56:47,Application,Application_server_339
Current memory usage percentage is 60%,2023-01-30 0:02:24,Application,Application_server_240
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 0:07:30,Application,Application_server_345
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 0:13:15,Application,Application_server_262
Service: enstart64 is Stopped,2023-01-30 0:18:39,ms_win,ms_win_server_103
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 0:23:58,websphere,websphere_server_12
Process : nbsvcmon is running successfully,2023-01-30 0:29:18,Application,Application_server_401
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 0:34:21,websphere,websphere_server_3
Process : nbrmms is running successfully,2023-01-30 0:39:33,Application,Application_server_168
*CP01*nodeagent is missing,2023-01-30 0:44:40,websphere,websphere_server_37
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-30 0:49:40,linux_ix86,linux_ix86_server_109
Filesystem:  / is 75 full,2023-01-30 0:53:59,linux_ix86,linux_ix86_server_104
CHRONY : process is running successfully,2023-01-30 0:58:56,linux_ix86,linux_ix86_server_108
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 1:04:15,websphere,websphere_server_7
Process : nbsl is running successfully,2023-01-30 1:09:18,Application,Application_server_379
Process : nbsvcmon is not running,2023-01-30 1:14:10,Application,Application_server_344
Total CPU Utilization = 65%,2023-01-30 1:18:52,Application,Application_server_331
system: Processor Queue Length is 0,2023-01-30 1:23:32,ms_win,ms_win_server_2
*CP01*nodeagent is missing,2023-01-30 1:28:10,websphere,websphere_server_37
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-30 1:32:45,linux_ix86,linux_ix86_server_15
CHRONY : process is running successfully,2023-01-30 1:37:15,linux_ix86,linux_ix86_server_119
system: Processor Queue Length is 0,2023-01-30 1:42:08,ms_win,ms_win_server_100
Current memory usage percentage is 80%,2023-01-30 1:46:38,Application,Application_server_120
CHRONY : process is running successfully,2023-01-30 1:51:24,linux_ix86,linux_ix86_server_55
Process : TaskRoutingService is running successfully,2023-01-30 1:56:57,Application,Application_server_355
Process : P84xConnectorService is running successfully,2023-01-30 2:01:50,Application,Application_server_456
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 2:06:27,websphere,websphere_server_43
Process : TaskRoutingService is running successfully,2023-01-30 2:11:26,Application,Application_server_75
Process : P84xConnectorService is running successfully,2023-01-30 2:16:04,Application,Application_server_478
CHRONY : process is running successfully,2023-01-30 2:20:52,linux_ix86,linux_ix86_server_154
Filesystem:  / is 75 full,2023-01-30 2:25:45,linux_ix86,linux_ix86_server_70
CHRONY : process is running successfully,2023-01-30 2:30:30,linux_ix86,linux_ix86_server_148
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 2:35:26,dell-idrac,dell-idrac_server_50
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 2:40:06,Application,Application_server_12
Process : P84xConnectorService is not running,2023-01-30 2:44:59,Application,Application_server_172
splunkd is running successfully,2023-01-30 2:49:51,Application,Application_server_330
Process : nbsvcmon is running successfully,2023-01-30 2:54:35,Application,Application_server_423
Process : nbsl is running successfully,2023-01-30 2:59:21,Application,Application_server_24
Service: syslog-ng Agent is running,2023-01-30 3:04:35,ms_win,ms_win_server_64
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 3:09:22,linux_ix86,linux_ix86_server_28
Total CPU Utilization = 65%,2023-01-30 3:14:43,Application,Application_server_195
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 3:19:20,Application,Application_server_163
Process : nbsvcmon is running successfully,2023-01-30 3:24:15,Application,Application_server_518
Filesystem:  / is 70 full,2023-01-30 3:29:30,linux_ix86,linux_ix86_server_39
Process : nbsvcmon is running successfully,2023-01-30 3:33:50,Application,Application_server_436
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-30 3:38:21,linux_ix86,linux_ix86_server_137
Total CPU Utilization = 55%,2023-01-30 3:43:22,Application,Application_server_224
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 3:48:15,linux_ix86,linux_ix86_server_58
*CP01*nodeagent is missing,2023-01-30 3:53:04,websphere,websphere_server_51
Filesystem:  / is 99 full,2023-01-30 3:57:44,linux_ix86,linux_ix86_server_71
Process : TaskRoutingService is running successfully,2023-01-30 4:03:06,Application,Application_server_214
Process : java is running successfully,2023-01-30 4:07:56,Application,Application_server_185
Process : P84xConnectorService is running successfully,2023-01-30 4:12:52,Application,Application_server_273
CHRONY : process is running successfully,2023-01-30 4:17:58,linux_ix86,linux_ix86_server_25
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 4:22:35,websphere,websphere_server_18
CHRONY : process is running successfully,2023-01-30 4:27:41,linux_ix86,linux_ix86_server_62
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 4:32:50,dell-idrac,dell-idrac_server_48
system: Processor Queue Length is 0,2023-01-30 4:37:52,ms_win,ms_win_server_71
Filesystem:  / is 85 full,2023-01-30 4:42:11,linux_ix86,linux_ix86_server_24
system: Processor Queue Length is 0,2023-01-30 4:47:22,ms_win,ms_win_server_41
Process : nbrmms is running successfully,2023-01-30 4:52:18,Application,Application_server_168
Process : java is running successfully,2023-01-30 4:57:07,Application,Application_server_413
Filesystem:  / is 95 full,2023-01-30 5:01:52,linux_ix86,linux_ix86_server_139
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 5:06:39,Application,Application_server_132
Process : java is running successfully,2023-01-30 5:11:53,Application,Application_server_184
Process : P84xConnectorService is running successfully,2023-01-30 5:16:50,Application,Application_server_298
Process : nbsvcmon is running successfully,2023-01-30 5:21:40,Application,Application_server_13
Process : nbsvcmon is running successfully,2023-01-30 5:26:30,Application,Application_server_279
Process : nbsl is running successfully,2023-01-30 5:31:47,Application,Application_server_524
system: Processor Queue Length is 0,2023-01-30 5:36:27,ms_win,ms_win_server_96
Current memory usage percentage is 80%,2023-01-30 5:41:20,Application,Application_server_55
[MAN] The PERC1 battery is medium.,2023-01-30 5:46:21,dell-idrac,dell-idrac_server_1
Process : TaskRoutingService is running successfully,2023-01-30 5:51:20,Application,Application_server_239
Total CPU Utilization = 75%,2023-01-30 5:56:42,Application,Application_server_280
splunkd is running successfully,2023-01-30 6:01:56,Application,Application_server_256
Total CPU Utilization = 50%,2023-01-30 6:06:59,Application,Application_server_228
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 6:11:45,Application,Application_server_425
Process : TaskRoutingService is running successfully,2023-01-30 6:16:37,Application,Application_server_207
Current memory usage percentage is 60%,2023-01-30 6:21:29,Application,Application_server_478
Process : nbsl is running successfully,2023-01-30 6:26:45,Application,Application_server_216
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 6:31:36,linux_ix86,linux_ix86_server_14
Process : TaskRoutingService is running successfully,2023-01-30 6:36:15,Application,Application_server_21
*CP01*nodeagent is missing,2023-01-30 6:41:10,websphere,websphere_server_39
[MAN] The PERC1 battery is high.,2023-01-30 6:46:21,dell-idrac,dell-idrac_server_48
Process : nbsl is running successfully,2023-01-30 6:51:24,Application,Application_server_258
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 6:56:09,Application,Application_server_322
CHRONY : process is running successfully,2023-01-30 7:01:19,linux_ix86,linux_ix86_server_51
splunkd is running successfully,2023-01-30 7:06:13,Application,Application_server_151
Current memory usage percentage is 80%,2023-01-30 7:11:45,Application,Application_server_69
Process : nbrmms is running successfully,2023-01-30 7:16:47,Application,Application_server_133
splunkd is running successfully,2023-01-30 7:21:21,Application,Application_server_355
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-30 7:26:59,linux_ix86,linux_ix86_server_104
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 7:31:54,websphere,websphere_server_33
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 7:37:10,dell-idrac,dell-idrac_server_30
system: Processor Queue Length is 0,2023-01-30 7:41:52,ms_win,ms_win_server_79
Process : java is running successfully,2023-01-30 7:46:48,Application,Application_server_252
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 7:51:41,websphere,websphere_server_5
Process : TaskRoutingService is running successfully,2023-01-30 7:56:24,Application,Application_server_424
*CP01*nodeagent is missing,2023-01-30 8:01:46,websphere,websphere_server_1
Process : nbrmms is running successfully,2023-01-30 8:07:07,Application,Application_server_409
Process : nbsl is running successfully,2023-01-30 8:11:55,Application,Application_server_86
splunkd is running successfully,2023-01-30 8:17:03,Application,Application_server_344
[MAN] The PERC1 battery is high.,2023-01-30 8:21:54,dell-idrac,dell-idrac_server_18
Process : nbrmms is running successfully,2023-01-30 8:26:48,Application,Application_server_335
Process : TaskRoutingService is running successfully,2023-01-30 8:32:11,Application,Application_server_186
Process : nbrmms is running successfully,2023-01-30 8:37:47,Application,Application_server_443
Process : nbsl is running successfully,2023-01-30 8:42:35,Application,Application_server_189
Current memory usage percentage is 50%,2023-01-30 8:47:40,Application,Application_server_42
Process : nbsvcmon is running successfully,2023-01-30 8:52:22,Application,Application_server_495
Current memory usage percentage is 60%,2023-01-30 8:56:49,Application,Application_server_75
CHRONY : process is running successfully,2023-01-30 9:01:26,linux_ix86,linux_ix86_server_120
Filesystem:  / is 75 full,2023-01-30 9:06:06,linux_ix86,linux_ix86_server_162
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 9:10:38,Application,Application_server_382
Process : nbsvcmon is running successfully,2023-01-30 9:15:25,Application,Application_server_112
splunkd is running successfully,2023-01-30 9:20:17,Application,Application_server_485
Current memory usage percentage is 40%,2023-01-30 9:25:34,Application,Application_server_470
Current memory usage percentage is 50%,2023-01-30 9:30:45,Application,Application_server_104
Process : P84xConnectorService is running successfully,2023-01-30 9:35:29,Application,Application_server_374
Process : nbsvcmon is running successfully,2023-01-30 9:40:37,Application,Application_server_86
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-30 9:45:51,linux_ix86,linux_ix86_server_151
Filesystem:  / is 75 full,2023-01-30 9:50:31,linux_ix86,linux_ix86_server_45
Process : TaskRoutingService is running successfully,2023-01-30 9:55:29,Application,Application_server_513
Process : TaskRoutingService is running successfully,2023-01-30 10:00:53,Application,Application_server_365
Process : nbsl is running successfully,2023-01-30 10:05:31,Application,Application_server_478
Filesystem:  / is 85 full,2023-01-30 10:10:35,linux_ix86,linux_ix86_server_66
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 10:15:51,Application,Application_server_346
CHRONY : process is running successfully,2023-01-30 10:20:47,linux_ix86,linux_ix86_server_158
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 10:25:37,Application,Application_server_85
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 10:30:44,websphere,websphere_server_23
Filesystem:  / is 70 full,2023-01-30 10:35:40,linux_ix86,linux_ix86_server_132
Process : nbrmms is running successfully,2023-01-30 10:40:45,Application,Application_server_174
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 10:45:48,websphere,websphere_server_11
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 10:50:27,websphere,websphere_server_41
Process : TaskRoutingService is running successfully,2023-01-30 10:55:17,Application,Application_server_224
system: Processor Queue Length is 21. Total Processor Time  is 95 percent,2023-01-30 11:00:13,ms_win,ms_win_server_11
Current memory usage percentage is 70%,2023-01-30 11:05:24,Application,Application_server_70
Process : nbsl is running successfully,2023-01-30 11:10:15,Application,Application_server_416
splunkd is running successfully,2023-01-30 11:14:54,Application,Application_server_460
Process : nbsvcmon is running successfully,2023-01-30 11:19:52,Application,Application_server_495
CHRONY : process is running successfully,2023-01-30 11:25:11,linux_ix86,linux_ix86_server_104
Process : TaskRoutingService is running successfully,2023-01-30 11:30:49,Application,Application_server_61
Process : java is running successfully,2023-01-30 11:36:22,Application,Application_server_39
Process : TaskRoutingService is running successfully,2023-01-30 11:41:31,Application,Application_server_467
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 11:46:26,websphere,websphere_server_1
Process : java is running successfully,2023-01-30 11:51:31,Application,Application_server_331
Service: enstart64 is running,2023-01-30 11:56:14,ms_win,ms_win_server_71
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-30 12:01:02,linux_ix86,linux_ix86_server_48
Current memory usage percentage is 80%,2023-01-30 12:06:06,Application,Application_server_257
system: Processor Queue Length is 0,2023-01-30 12:11:14,ms_win,ms_win_server_51
Process : P84xConnectorService is running successfully,2023-01-30 12:16:05,Application,Application_server_270
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-30 12:20:41,linux_ix86,linux_ix86_server_1
Service: syslog-ng Agent is running,2023-01-30 12:25:48,ms_win,ms_win_server_35
*CP01*nodeagent is missing,2023-01-30 12:30:30,websphere,websphere_server_44
Process : nbsvcmon is running successfully,2023-01-30 12:35:19,Application,Application_server_229
Process : nbsvcmon is running successfully,2023-01-30 12:39:58,Application,Application_server_93
Process : nbsl is running successfully,2023-01-30 12:44:47,Application,Application_server_220
CHRONY : process is running successfully,2023-01-30 12:49:40,linux_ix86,linux_ix86_server_43
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 12:54:41,linux_ix86,linux_ix86_server_27
Process : nbsvcmon is running successfully,2023-01-30 12:59:19,Application,Application_server_262
system: Processor Queue Length is 0,2023-01-30 13:04:10,ms_win,ms_win_server_22
Process : nbsl is running successfully,2023-01-30 13:09:14,Application,Application_server_160
Process : P84xConnectorService is not running,2023-01-30 13:14:16,Application,Application_server_444
Process : nbsvcmon is running successfully,2023-01-30 13:19:10,Application,Application_server_12
Service: syslog-ng Agent is running,2023-01-30 13:23:54,ms_win,ms_win_server_101
Process : java is running successfully,2023-01-30 13:28:33,Application,Application_server_482
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 13:33:20,websphere,websphere_server_23
system: Processor Queue Length is 56. Total Processor Time  is 100 percent,2023-01-30 13:38:27,ms_win,ms_win_server_89
Current memory usage percentage is 60%,2023-01-30 13:43:37,Application,Application_server_268
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 13:49:02,Application,Application_server_464
[AUTOP]  Service: SQL Server (MSSQLSERVER) is Stopped,2023-01-30 13:53:56,Application,Application_server_92
Process : nbsvcmon is running successfully,2023-01-30 13:58:45,Application,Application_server_88
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - monitor procedure did not complete within the expected time.,2023-01-30 14:03:53,linux_ix86,linux_ix86_server_104
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 14:08:36,linux_ix86,linux_ix86_server_15
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 14:13:50,dell-idrac,dell-idrac_server_3
CHRONY : process is running successfully,2023-01-30 14:19:33,linux_ix86,linux_ix86_server_48
[MAN] The PERC1 battery is high.,2023-01-30 14:24:32,dell-idrac,dell-idrac_server_2
Total CPU Utilization = 80%,2023-01-30 14:29:17,Application,Application_server_438
Current memory usage percentage is 50%,2023-01-30 14:34:29,Application,Application_server_312
Total CPU Utilization = 50%,2023-01-30 14:39:29,Application,Application_server_155
Process : nbrmms is running successfully,2023-01-30 14:44:07,Application,Application_server_114
Process : nbsvcmon is running successfully,2023-01-30 14:48:54,Application,Application_server_118
*CP01*nodeagent is missing,2023-01-30 14:53:37,websphere,websphere_server_4
Process : P84xConnectorService is running successfully,2023-01-30 14:58:40,Application,Application_server_376
Process : java is running successfully,2023-01-30 15:03:46,Application,Application_server_64
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-30 15:08:38,linux_ix86,linux_ix86_server_133
Process : nbsvcmon is running successfully,2023-01-30 15:13:45,Application,Application_server_358
Total CPU Utilization = 100%,2023-01-30 15:18:58,Application,Application_server_322
Filesystem:  / is 75 full,2023-01-30 15:23:55,linux_ix86,linux_ix86_server_2
Process : nbsvcmon is running successfully,2023-01-30 15:28:34,Application,Application_server_49
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 15:33:15,dell-idrac,dell-idrac_server_37
Process : TaskRoutingService is running successfully,2023-01-30 15:37:44,Application,Application_server_32
Filesystem:  / is 85 full,2023-01-30 15:42:50,linux_ix86,linux_ix86_server_90
Process : nbsl is running successfully,2023-01-30 15:47:40,Application,Application_server_232
Current memory usage percentage is 100%,2023-01-30 15:52:40,Application,Application_server_496
Process : java is running successfully,2023-01-30 15:57:16,Application,Application_server_175
CHRONY : process is running successfully,2023-01-30 16:02:13,linux_ix86,linux_ix86_server_26
Filesystem:  / is 85 full,2023-01-30 16:07:16,linux_ix86,linux_ix86_server_105
Filesystem:  / is 85 full,2023-01-30 16:12:50,linux_ix86,linux_ix86_server_105
[MAN] Log /var/log/messages NIC Link is Down.,2023-01-30 16:18:01,linux_ix86,linux_ix86_server_63
splunkd is running successfully,2023-01-30 16:23:05,Application,Application_server_304
Service: masvc is Stopped,2023-01-30 16:27:31,ms_win,ms_win_server_43
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 16:32:23,websphere,websphere_server_31
Total CPU Utilization = 50%,2023-01-30 16:37:19,Application,Application_server_103
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 16:42:23,Application,Application_server_321
Process : nbrmms is running successfully,2023-01-30 16:46:53,Application,Application_server_518
Process : TaskRoutingService is running successfully,2023-01-30 16:52:00,Application,Application_server_305
Process : nbsl is running successfully,2023-01-30 16:57:11,Application,Application_server_49
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-30 17:01:41,linux_ix86,linux_ix86_server_122
Process : nbrmms is running successfully,2023-01-30 17:06:51,Application,Application_server_114
Process : nbrmms is running successfully,2023-01-30 17:12:04,Application,Application_server_479
CHRONY : process is running successfully,2023-01-30 17:17:01,linux_ix86,linux_ix86_server_147
CHRONY : process is running successfully,2023-01-30 17:21:45,linux_ix86,linux_ix86_server_78
Process : TaskRoutingService is running successfully,2023-01-30 17:26:36,Application,Application_server_497
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-30 17:31:16,linux_ix86,linux_ix86_server_32
splunkd is running successfully,2023-01-30 17:35:55,Application,Application_server_446
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 17:40:58,websphere,websphere_server_44
splunkd is running successfully,2023-01-30 17:46:29,Application,Application_server_47
Process : nbrmms is running successfully,2023-01-30 17:51:20,Application,Application_server_307
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-30 17:56:24,websphere,websphere_server_3
Process : nbsvcmon is running successfully,2023-01-30 18:01:30,Application,Application_server_39
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 18:06:06,Application,Application_server_389
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 18:10:54,websphere,websphere_server_35
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 18:16:22,Application,Application_server_447
Process : TaskRoutingService is running successfully,2023-01-30 18:21:26,Application,Application_server_161
Service: enstart64 is running,2023-01-30 18:26:32,ms_win,ms_win_server_20
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 18:31:34,Application,Application_server_35
CHRONY : process is running successfully,2023-01-30 18:36:26,linux_ix86,linux_ix86_server_25
Process : TaskRoutingService is running successfully,2023-01-30 18:41:47,Application,Application_server_28
Current memory usage percentage is 60%,2023-01-30 18:47:18,Application,Application_server_304
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 18:52:08,Application,Application_server_387
Filesystem:  / is 75 full,2023-01-30 18:56:50,linux_ix86,linux_ix86_server_6
Process : P84xConnectorService is running successfully,2023-01-30 19:01:59,Application,Application_server_265
Process : TaskRoutingService is running successfully,2023-01-30 19:06:43,Application,Application_server_261
[MAN] The PERC1 battery is medium.,2023-01-30 19:10:53,dell-idrac,dell-idrac_server_49
Total CPU Utilization = 55%,2023-01-30 19:16:34,Application,Application_server_281
Process : TaskRoutingService is running successfully,2023-01-30 19:21:28,Application,Application_server_257
Process : P84xConnectorService is running successfully,2023-01-30 19:26:47,Application,Application_server_252
system: Processor Queue Length is 13. Total Processor Time  is 90 percent,2023-01-30 19:31:57,ms_win,ms_win_server_56
Total CPU Utilization = 65%,2023-01-30 19:36:32,Application,Application_server_381
Service: Domain Time Client is Stopped,2023-01-30 19:40:50,ms_win,ms_win_server_58
Process : nbsvcmon is running successfully,2023-01-30 19:46:00,Application,Application_server_211
Total CPU Utilization = 80%,2023-01-30 19:51:11,Application,Application_server_10
system: Processor Queue Length is 0,2023-01-30 19:55:40,ms_win,ms_win_server_3
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-30 20:00:47,dell-idrac,dell-idrac_server_30
Total CPU Utilization = 55%,2023-01-30 20:05:41,Application,Application_server_184
Process : TaskRoutingService is running successfully,2023-01-30 20:10:30,Application,Application_server_63
Current memory usage percentage is 50%,2023-01-30 20:15:34,Application,Application_server_496
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-30 20:20:29,Application,Application_server_491
Process : nbsvcmon is running successfully,2023-01-30 20:25:49,Application,Application_server_304
Current memory usage percentage is 80%,2023-01-30 20:31:10,Application,Application_server_515
splunkd is running successfully,2023-01-30 20:36:07,Application,Application_server_505
Process : nbsl is running successfully,2023-01-30 20:41:04,Application,Application_server_467
Service: syslog-ng Agent is running,2023-01-30 20:46:08,ms_win,ms_win_server_13
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-30 20:51:27,linux_ix86,linux_ix86_server_53
CHRONY : process is running successfully,2023-01-30 20:57:04,linux_ix86,linux_ix86_server_80
Process : P84xConnectorService is running successfully,2023-01-30 21:01:44,Application,Application_server_362
splunkd is running successfully,2023-01-30 21:06:34,Application,Application_server_14
Process : java is running successfully,2023-01-30 21:11:29,Application,Application_server_417
*CP01*nodeagent is missing,2023-01-30 21:16:08,websphere,websphere_server_8
splunkd is running successfully,2023-01-30 21:21:01,Application,Application_server_148
system: Processor Queue Length is 0,2023-01-30 21:25:47,ms_win,ms_win_server_29
Service: syslog-ng Agent is running,2023-01-30 21:30:31,ms_win,ms_win_server_95
Process : nbsl is running successfully,2023-01-30 21:35:10,Application,Application_server_346
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-30 21:40:07,linux_ix86,linux_ix86_server_124
Service: syslog-ng Agent is running,2023-01-30 21:45:16,ms_win,ms_win_server_49
Service: Domain Time Client is running,2023-01-30 21:50:02,ms_win,ms_win_server_33
Total CPU Utilization = 50%,2023-01-30 21:54:18,Application,Application_server_382
Service: masvc is Stopped,2023-01-30 21:59:14,ms_win,ms_win_server_35
Process : java is running successfully,2023-01-30 22:04:06,Application,Application_server_59
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-30 22:09:07,linux_ix86,linux_ix86_server_94
Process : nbsvcmon is running successfully,2023-01-30 22:14:12,Application,Application_server_204
CHRONY : process is running successfully,2023-01-30 22:19:13,linux_ix86,linux_ix86_server_153
CHRONY : process is running successfully,2023-01-30 22:23:51,linux_ix86,linux_ix86_server_7
Process : P84xConnectorService is not running,2023-01-30 22:28:18,Application,Application_server_225
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-30 22:33:09,dell-idrac,dell-idrac_server_25
CHRONY : process is running successfully,2023-01-30 22:37:48,linux_ix86,linux_ix86_server_81
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-30 22:42:05,websphere,websphere_server_11
Current memory usage percentage is 70%,2023-01-30 22:46:51,Application,Application_server_395
Service: enstart64 is running,2023-01-30 22:51:54,ms_win,ms_win_server_89
